authorLast,authorFirst,bookTitle,pubYear,pageCount,awardYear,awardName,awardAgency,awardType,bookType,bookAudience,language,primaryGenre,charGender,authorCount,linkGR.x,linkLT.x,authorDOB,authorGender,authorAge,authorRace,authorNationality,linkGR.y,linkLT.y,countGR,ratingGR,countLT,ratingLT
Agee,James,A Death in the Family,1957,320,1958,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/113091.A_Death_in_the_Family,http://www.librarything.com/work/61274/book/87208331,1909,Male,47,White,American,https://www.goodreads.com/book/show/113091.A_Death_in_the_Family,http://www.librarything.com/work/61274/book/87208331,13624,3.91,2490,3.9099999999999997
Anders,Charlie Jane,All the Birds in the Sky,2016,320,2017,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/25372801-all-the-birds-in-the-sky,http://www.librarything.com/work/16083994/book/126388330,1972,Female,43,White,American,https://www.goodreads.com/book/show/25372801-all-the-birds-in-the-sky,http://www.librarything.com/work/16083994/book/126388330,34569,3.58,1747,3.61
Arnason,Eleanor,A Woman of the Iron People,1991,525,1991,Otherwise Award,Award: Otherwise,Juried,Novel,Adult,English,Sci-fi,Female,Primary,https://www.goodreads.com/book/show/396647.A_Woman_of_the_Iron_People,http://www.librarything.com/work/722198/book/141762808,1942,Female,48,White,American,https://www.goodreads.com/book/show/396647.A_Woman_of_the_Iron_People,http://www.librarything.com/work/722198/book/141762808,482,3.83,203,3.86
Asaro,Catherine,The Quantum Rose,2001,400,2002,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Female,Primary,https://www.goodreads.com/book/show/598099.The_Quantum_Rose,http://www.librarything.com/work/24984/book/155884082,1955,Female,45,White,American,https://www.goodreads.com/book/show/598099.The_Quantum_Rose,http://www.librarything.com/work/24984/book/155884082,1895,3.58,473,3.4
Asimov,Isaac,The Gods Themselves,1972,304,1973,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/41821.The_Gods_Themselves,http://www.librarything.com/work/3410,1920,Male,51,White,Russian,https://www.goodreads.com/book/show/41821.The_Gods_Themselves,http://www.librarything.com/work/3410,49895,4.09,4556,3.8499999999999996
Asimov,Isaac,The Gods Themselves,1972,304,1973,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/41821.The_Gods_Themselves,http://www.librarything.com/work/3410,1920,Male,51,White,Russian,https://www.goodreads.com/book/show/41821.The_Gods_Themselves,http://www.librarything.com/work/3410,49895,4.09,4556,3.8499999999999996
Asimov,Isaac,Foundation's Edge,1982,480,1983,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/76683.Foundation_s_Edge,http://www.librarything.com/work/17640,1920,Male,61,White,Russian,https://www.goodreads.com/book/show/76683.Foundation_s_Edge,http://www.librarything.com/work/17640,64787,4.12,7862,3.8
Bacigalupi,Paolo,The Windup Girl,2009,480,2010,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/6597651-the-windup-girl,http://www.librarything.com/work/8585029,1972,Male,36,White,American,https://www.goodreads.com/book/show/6597651-the-windup-girl,http://www.librarything.com/work/8585029,61426,3.75,4902,3.7600000000000002
Bacigalupi,Paolo,The Windup Girl,2009,480,2010,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/6597651-the-windup-girl,http://www.librarything.com/work/8585029,1972,Male,36,White,American,https://www.goodreads.com/book/show/6597651-the-windup-girl,http://www.librarything.com/work/8585029,61426,3.75,4902,3.7600000000000002
Barnes,Margaret Ayer,Years of Grace,1930,581,1931,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Female,Primary,https://www.goodreads.com/book/show/1457221.Years_of_Grace,http://www.librarything.com/work/533182/book/175319895,1886,Female,43,White,American,https://www.goodreads.com/book/show/1457221.Years_of_Grace,http://www.librarything.com/work/533182/book/175319895,904,3.71,126,3.79
Bear,Greg,Darwin's Radio,1999,544,2001,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/64923.Darwin_s_Radio,http://www.librarything.com/work/12974/book/140983591,1951,Male,47,White,American,https://www.goodreads.com/book/show/64923.Darwin_s_Radio,http://www.librarything.com/work/12974/book/140983591,12863,3.7,3094,3.53
Bellow,Saul,Humboldt's Gift,1975,487,1976,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/11494.Humboldt_s_Gift,http://www.librarything.com/work/10094/book/175320049,1915,Male,59,White,Canadian,https://www.goodreads.com/book/show/11494.Humboldt_s_Gift,http://www.librarything.com/work/10094/book/175320049,7983,3.86,2431,3.8299999999999996
Benford,Gregory,Timescape,1980,499,1981,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/778990.Timescape,http://www.librarything.com/work/21386/book/142399933,1941,Male,38,White,American,https://www.goodreads.com/book/show/778990.Timescape,http://www.librarything.com/work/21386/book/142399933,10066,3.74,1767,3.56
Bergin,Virginia,Who Runs the World?,2017,352,2017,Otherwise Award,Award: Otherwise,Juried,Novel,YA,English,Sci-fi,Female,Primary,https://www.goodreads.com/en/book/show/33891082,http://www.librarything.com/work/19904919/book/156677421,1966,Female,50,White,English,https://www.goodreads.com/en/book/show/33891082,http://www.librarything.com/work/19904919/book/156677421,1241,2.96,69,3.21
Bester,Alfred,The Demolished Man,1953,183,1953,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/76740.The_Demolished_Man,http://www.librarything.com/work/4079879,1913,Male,39,White,American,https://www.goodreads.com/book/show/76740.The_Demolished_Man,http://www.librarything.com/work/4079879,26644,3.99,3834,3.94
Bishop,Michael,No Enemy But Time,1982,397,1983,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/637400.No_Enemy_But_Time,http://www.librarything.com/work/90728/book/157165011,1945,Male,36,White,American,https://www.goodreads.com/book/show/637400.No_Enemy_But_Time,http://www.librarything.com/work/90728/book/157165011,1266,3.49,493,3.4899999999999998
Blish,James,A Case of Conscience,1958,184,1959,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/123673.A_Case_of_Conscience,http://www.librarything.com/work/20493,1921,Male,36,White,American,https://www.goodreads.com/book/show/123673.A_Case_of_Conscience,http://www.librarything.com/work/20493,5244,3.65,1463,3.3299999999999996
Brin,David,Startide Rising,1983,480,1984,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/234501.Startide_Rising,http://www.librarything.com/work/18983,1950,Male,32,White,American,https://www.goodreads.com/book/show/234501.Startide_Rising,http://www.librarything.com/work/18983,28159,4.04,3563,4
Brin,David,Startide Rising,1983,480,1984,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/234501.Startide_Rising,http://www.librarything.com/work/18983,1950,Male,32,White,American,https://www.goodreads.com/book/show/234501.Startide_Rising,http://www.librarything.com/work/18983,28159,4.04,3563,4
Brin,David,The Uplift War,1987,672,1988,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/234489.The_Uplift_War,http://www.librarything.com/work/19167,1950,Male,36,White,American,https://www.goodreads.com/book/show/234489.The_Uplift_War,http://www.librarything.com/work/19167,23423,4.07,2771,3.9499999999999997
Bromfield,Louis,Early Autumn: A Story of a Lady,1926,303,1927,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Female,Primary,https://www.goodreads.com/book/show/221327.Early_Autumn,http://www.librarything.com/work/985399/book/175319883,1896,Male,29,White,American,https://www.goodreads.com/book/show/221327.Early_Autumn,http://www.librarything.com/work/985399/book/175319883,1075,3.62,181,3.46
Brooks,Geraldine,March,2005,280,2006,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/13529.March,http://www.librarything.com/work/106961/book/157950936,1955,Female,49,White,Australian,https://www.goodreads.com/book/show/13529.March,http://www.librarything.com/work/106961/book/157950936,52303,3.75,5876,3.7600000000000002
Brunner,John,Stand on Zanzibar,1968,507,1969,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/41069.Stand_on_Zanzibar,http://www.librarything.com/work/21041,1934,Male,33,White,English,https://www.goodreads.com/book/show/41069.Stand_on_Zanzibar,http://www.librarything.com/work/21041,13666,3.96,2569,3.94
Buck,Pearl S.,The Good Earth,1931,418,1932,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/1078.The_Good_Earth,http://www.librarything.com/work/5987/book/24406189,1892,Female,38,White,American,https://www.goodreads.com/book/show/1078.The_Good_Earth,http://www.librarything.com/work/5987/book/24406189,216409,3.98,11367,4.05
Bujold,Lois McMaster,Falling Free,1987,320,1989,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/61915.Falling_Free,http://www.librarything.com/work/12638/book/121647419,1949,Female,37,White,American,https://www.goodreads.com/book/show/61915.Falling_Free,http://www.librarything.com/work/12638/book/121647419,16707,3.83,2170,3.67
Bujold,Lois McMaster,Barrayar,1991,336,1992,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Female,Primary,https://www.goodreads.com/book/show/61905.Barrayar,http://www.librarything.com/work/24776,1949,Female,41,White,American,https://www.goodreads.com/book/show/61905.Barrayar,http://www.librarything.com/work/24776,23026,4.31,2139,4.1899999999999995
Bujold,Lois McMaster,Paladin of Souls,2003,470,2004,Hugo Award,World SF Society,Popular,Novel,Adult,English,Fantasy,Female,Primary,https://www.goodreads.com/book/show/61904.Paladin_of_Souls,http://www.librarything.com/work/7313,1949,Female,53,White,American,https://www.goodreads.com/book/show/61904.Paladin_of_Souls,http://www.librarything.com/work/7313,20856,4.15,3127,4.24
Bujold,Lois McMaster,Paladin of Souls,2003,470,2005,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Fantasy,Female,Primary,https://www.goodreads.com/book/show/61904.Paladin_of_Souls,http://www.librarything.com/work/7313,1949,Female,53,White,American,https://www.goodreads.com/book/show/61904.Paladin_of_Souls,http://www.librarything.com/work/7313,20856,4.15,3127,4.24
Bujold,Lois McMaster,Mirror Dance,1994,560,1995,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/61909.Mirror_Dance,http://www.librarything.com/work/12645,1949,Female,44,White,American,https://www.goodreads.com/book/show/61909.Mirror_Dance,http://www.librarything.com/work/12645,17916,4.33,2285,4.2700000000000005
Bujold,Lois McMaster,The Vor Game,1990,345,1991,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/68483.The_Vor_Game,http://www.librarything.com/work/12650,1949,Female,40,White,American,https://www.goodreads.com/book/show/68483.The_Vor_Game,http://www.librarything.com/work/12650,19747,4.28,2252,4.1
Butler,Octavia E.,Parable of the Talents,1998,424,2000,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Female,Primary,https://www.goodreads.com/book/show/60932.Parable_of_the_Talents,http://www.librarything.com/work/1094465/book/104201731,1947,Female,50,Black,American,https://www.goodreads.com/book/show/60932.Parable_of_the_Talents,http://www.librarything.com/work/1094465/book/104201731,19751,4.25,2078,4.05
Butler,Robert Olen,A Good Scent from a Strange Mountain,1992,269,1993,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Stories,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/261601.A_Good_Scent_from_a_Strange_Mountain,http://www.librarything.com/work/38269/book/175320132,1945,Male,46,White,American,https://www.goodreads.com/book/show/261601.A_Good_Scent_from_a_Strange_Mountain,http://www.librarything.com/work/38269/book/175320132,7776,3.96,1176,3.8
Byrne,Monica,The Girl in the Road,2014,336,2014,Otherwise Award,Award: Otherwise,Juried,Novel,Adult,English,Sci-fi,Female,Primary,https://www.goodreads.com/book/show/18297954-the-girl-in-the-road,http://www.librarything.com/work/14406949/book/153524898,1981,Female,32,Middle-Eastern,American,https://www.goodreads.com/book/show/18297954-the-girl-in-the-road,http://www.librarything.com/work/14406949/book/153524898,2909,3.49,365,3.6
Card,Orson Scott,Speaker for the Dead,1987,382,1987,Hugo Award,World SF Society,Popular,Novel,YA,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/7967.Speaker_for_the_Dead,http://www.librarything.com/work/825707,1951,Male,35,White,American,https://www.goodreads.com/book/show/7967.Speaker_for_the_Dead,http://www.librarything.com/work/825707,213155,4.07,13217,3.9699999999999998
Card,Orson Scott,Speaker for the Dead,1987,382,1987,Nebula Award,SFF Writers of America,Popular,Novel,YA,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/7967.Speaker_for_the_Dead,http://www.librarything.com/work/825707,1951,Male,35,White,American,https://www.goodreads.com/book/show/7967.Speaker_for_the_Dead,http://www.librarything.com/work/825707,213155,4.07,13217,3.9699999999999998
Card,Orson Scott,Ender's Game,1985,352,1986,Hugo Award,World SF Society,Popular,Novel,YA,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/375802.Ender_s_Game,http://www.librarything.com/work/825739,1951,Male,33,White,American,https://www.goodreads.com/book/show/375802.Ender_s_Game,http://www.librarything.com/work/825739,1066761,4.3,33651,4.33
Card,Orson Scott,Ender's Game,1985,352,1986,Nebula Award,SFF Writers of America,Popular,Novel,YA,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/375802.Ender_s_Game,http://www.librarything.com/work/825739,1951,Male,33,White,American,https://www.goodreads.com/book/show/375802.Ender_s_Game,http://www.librarything.com/work/825739,1066761,4.3,33651,4.33
Cather,Willa,One of Ours,1922,343,1923,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/543137.One_of_Ours,http://www.librarything.com/work/30410/book/157046929,1873,Female,48,White,American,https://www.goodreads.com/book/show/543137.One_of_Ours,http://www.librarything.com/work/30410/book/157046929,6718,3.89,927,3.77
Chabon,Michael,The Yiddish Policeman's Union,2007,464,2008,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/16703.The_Yiddish_Policemen_s_Union,http://www.librarything.com/work/83916,1963,Male,43,White,American,https://www.goodreads.com/book/show/16703.The_Yiddish_Policemen_s_Union,http://www.librarything.com/work/83916,60311,3.71,8867,3.8
Chabon,Michael,The Yiddish Policeman's Union,2007,464,2008,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/16703.The_Yiddish_Policemen_s_Union,http://www.librarything.com/work/83916,1963,Male,43,White,American,https://www.goodreads.com/book/show/16703.The_Yiddish_Policemen_s_Union,http://www.librarything.com/work/83916,60311,3.71,8867,3.8
Chabon,Michael,The Amazing Adventures of Kavalier and Clay,2000,639,2001,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/3985.The_Amazing_Adventures_of_Kavalier_Clay,http://www.librarything.com/work/5927/book/24409460,1963,Male,36,White,American,https://www.goodreads.com/book/show/3985.The_Amazing_Adventures_of_Kavalier_Clay,http://www.librarything.com/work/5927/book/24409460,178199,4.18,16366,4.22
Charnas,Suzy McKee,The Conqueror's Child,1999,432,1999,Otherwise Award,Award: Otherwise,Juried,Novel,Adult,English,Sci-fi,Female,Primary,https://www.goodreads.com/book/show/750232.The_Conqueror_s_Child,http://www.librarything.com/work/409030/book/141762794,1939,Female,59,White,American,https://www.goodreads.com/book/show/750232.The_Conqueror_s_Child,http://www.librarything.com/work/409030/book/141762794,111,3.78,99,3.79
Cheever,John,The Stories of John Cheever,1978,693,1979,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Stories,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/11686.The_Stories_of_John_Cheever,http://www.librarything.com/work/64813/book/24917281,1912,Male,65,White,American,https://www.goodreads.com/book/show/11686.The_Stories_of_John_Cheever,http://www.librarything.com/work/64813/book/24917281,13818,4.27,2758,4.1899999999999995
Cherryh,C.J.,Cyteen,1988,696,1989,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/834518.Cyteen,http://www.librarything.com/work/35679,1942,Female,45,White,American,https://www.goodreads.com/book/show/834518.Cyteen,http://www.librarything.com/work/35679,9487,4,1496,4.07
Cherryh,C.J.,Downbelow Station,1981,430,1982,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/57045.Downbelow_Station,http://www.librarything.com/work/59827,1942,Female,38,White,American,https://www.goodreads.com/book/show/57045.Downbelow_Station,http://www.librarything.com/work/59827,12544,3.91,2254,3.77
Clarke,Arthur C.,The Fountains of Paradise,1980,256,1980,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/149049.The_Fountains_of_Paradise,http://www.librarything.com/work/19069,1917,Male,62,White,English,https://www.goodreads.com/book/show/149049.The_Fountains_of_Paradise,http://www.librarything.com/work/19069,24932,3.96,2723,3.77
Clarke,Arthur C.,The Fountains of Paradise,1980,256,1980,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/149049.The_Fountains_of_Paradise,http://www.librarything.com/work/19069,1917,Male,62,White,English,https://www.goodreads.com/book/show/149049.The_Fountains_of_Paradise,http://www.librarything.com/work/19069,24932,3.96,2723,3.77
Clarke,Arthur C.,Rendezvous with Rama,1973,214,1974,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/112537.Rendezvous_with_Rama,http://www.librarything.com/work/7180,1917,Male,55,White,English,https://www.goodreads.com/book/show/112537.Rendezvous_with_Rama,http://www.librarything.com/work/7180,125506,4.09,7875,3.9499999999999997
Clarke,Arthur C.,Rendezvous with Rama,1973,214,1974,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/112537.Rendezvous_with_Rama,http://www.librarything.com/work/7180,1917,Male,55,White,English,https://www.goodreads.com/book/show/112537.Rendezvous_with_Rama,http://www.librarything.com/work/7180,125506,4.09,7875,3.9499999999999997
Clarke,Susanna,Jonathan Strange and Mr Norrell,2004,1024,2005,Hugo Award,World SF Society,Popular,Novel,Adult,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/14201.Jonathan_Strange_Mr_Norrell,http://www.librarything.com/work/1060/book/24408375,1959,Female,44,White,English,https://www.goodreads.com/book/show/14201.Jonathan_Strange_Mr_Norrell,http://www.librarything.com/work/1060/book/24408375,184961,3.82,22789,3.9499999999999997
Clarke,Susanna,Jonathan Strange and Mr Norrell,2004,1024,2005,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/14201.Jonathan_Strange_Mr_Norrell,http://www.librarything.com/work/1060/book/24408375,1959,Female,44,White,English,https://www.goodreads.com/book/show/14201.Jonathan_Strange_Mr_Norrell,http://www.librarything.com/work/1060/book/24408375,184961,3.82,22789,3.9499999999999997
Clifton,Mark,They'd Rather Be Right,1955,351,1955,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/754001.They_d_Rather_Be_Right,http://www.librarything.com/work/462507/book/155874654,1906,Male,48,White,American,https://www.goodreads.com/book/show/754001.They_d_Rather_Be_Right,http://www.librarything.com/work/462507/book/155874654,1019,3.08,282,2.8099999999999996
Cozzens,James Gould,Guard of Honor,1948,640,1949,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/38185340-guard-of-honor,http://www.librarything.com/work/134641/book/175319963,1903,Male,44,White,American,https://www.goodreads.com/book/show/38185340-guard-of-honor,http://www.librarything.com/work/134641/book/175319963,1138,3.52,274,3.36
Crowley,John,"Little, Big",1981,538,1982,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Fantasy,Mixed,Primary,https://www.goodreads.com/book/show/90619.Little_Big,http://www.librarything.com/work/5491075,1942,Male,38,White,American,https://www.goodreads.com/book/show/90619.Little_Big,http://www.librarything.com/work/5491075,9579,3.83,3546,4.06
Cunningham,Michael,The Hours,1998,230,1999,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Female,Primary,https://www.goodreads.com/book/show/11899.The_Hours,http://www.librarything.com/work/5163/book/162048911,1952,Male,45,White,American,https://www.goodreads.com/book/show/11899.The_Hours,http://www.librarything.com/work/5163/book/162048911,121898,3.93,10980,3.92
Davis,H.L.,Honey in the Horn,1935,408,1936,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/1052571.Honey_in_the_Horn,http://www.librarything.com/work/525661/book/175319932,1894,Male,40,White,American,https://www.goodreads.com/book/show/1052571.Honey_in_the_Horn,http://www.librarything.com/work/525661/book/175319932,1032,3.61,174,3.48
Delany,Samuel R.,Babel-17,1966,189,1967,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Female,Primary,https://www.goodreads.com/book/show/1199688.Babel_17,http://www.librarything.com/work/49765/book/62489643,1942,Male,23,Black,American,https://www.goodreads.com/book/show/1199688.Babel_17,http://www.librarything.com/work/49765/book/62489643,11486,3.76,1910,3.72
Diaz,Junot,The Brief Wondrous Life of Oscar Wao,2007,335,2008,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/297673.The_Brief_Wondrous_Life_of_Oscar_Wao,http://www.librarything.com/work/3165787/book/41275392,1968,Male,38,Hispanic,Dominican,https://www.goodreads.com/book/show/297673.The_Brief_Wondrous_Life_of_Oscar_Wao,http://www.librarything.com/work/3165787/book/41275392,220665,3.9,10769,3.86
Dick,Philip K.,The Man in the High Castle,1962,272,1963,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/216363.The_Man_in_the_High_Castle,http://www.librarything.com/work/16570/book/55399991,1928,Male,33,White,American,https://www.goodreads.com/book/show/216363.The_Man_in_the_High_Castle,http://www.librarything.com/work/16570/book/55399991,158335,3.62,10301,3.7
Doerr,Anthony,All the Light We Cannot See,2014,531,2015,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/18143977-all-the-light-we-cannot-see,http://www.librarything.com/work/14291423/book/122905366,1973,Male,40,White,American,https://www.goodreads.com/book/show/18143977-all-the-light-we-cannot-see,http://www.librarything.com/work/14291423/book/122905366,908706,4.33,10766,4.29
Dorsey,Candas Jane,Black Wine,1997,288,1997,Otherwise Award,Award: Otherwise,Juried,Novel,Adult,English,Fantasy,Female,Primary,https://www.goodreads.com/book/show/174764.Black_Wine,http://www.librarything.com/work/27629/book/145953117,1952,Female,44,White,Canadian,https://www.goodreads.com/book/show/174764.Black_Wine,http://www.librarything.com/work/27629/book/145953117,322,3.74,246,3.67
Drury,Allen,Advise and Consent,1959,616,1960,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/159346.Advise_and_Consent,http://www.librarything.com/work/70170/book/175319983,1918,Male,40,White,American,https://www.goodreads.com/book/show/159346.Advise_and_Consent,http://www.librarything.com/work/70170/book/175319983,9262,4.09,806,3.8699999999999997
Egan,Jennifer,A Visit from the Goon Squad,2011,288,2011,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Stories,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/7331435-a-visit-from-the-goon-squad,http://www.librarything.com/work/9530166/book/175320222,1962,Female,48,White,American,https://www.goodreads.com/book/show/7331435-a-visit-from-the-goon-squad,http://www.librarything.com/work/9530166/book/175320222,167759,3.66,6679,3.67
Erdrich,Louise,The Antelope Wife,1998,256,1999,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Fantasy,Mixed,Primary,https://www.goodreads.com/book/show/106542.The_Antelope_Wife,http://www.librarything.com/work/4577,1954,Female,43,Native American,American,https://www.goodreads.com/book/show/106542.The_Antelope_Wife,http://www.librarything.com/work/4577,3433,3.81,697,3.79
Eugenides,Jeffrey,Middlesex,2002,529,2003,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/2187.Middlesex,http://www.librarything.com/work/2718/book/55400479,1960,Male,41,White,American,https://www.goodreads.com/book/show/2187.Middlesex,http://www.librarything.com/work/2718/book/55400479,565476,4,23880,4.109999999999999
Farmer,Philip Jose,To Your Scattered Bodies Go,1971,224,1972,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/189147.To_Your_Scattered_Bodies_Go,http://www.librarything.com/work/19187/book/24443681,1918,Male,52,White,American,https://www.goodreads.com/book/show/189147.To_Your_Scattered_Bodies_Go,http://www.librarything.com/work/19187/book/24443681,27389,3.95,3114,3.75
Faulkner,William,The Reivers,1962,305,1963,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/210825.The_Reivers,http://www.librarything.com/work/47839/book/52841767,1897,Male,64,White,American,https://www.goodreads.com/book/show/210825.The_Reivers,http://www.librarything.com/work/47839/book/52841767,6349,3.79,1844,3.63
Faulkner,William,A Fable,1954,384,1955,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Experimental,Male,Primary,https://www.goodreads.com/book/show/863348.A_Fable,http://www.librarything.com/work/96960/book/52841730,1897,Male,56,White,American,https://www.goodreads.com/book/show/863348.A_Fable,http://www.librarything.com/work/96960/book/52841730,3851,3.55,654,3.09
Ferber,Edna,So Big,1924,376,1925,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Female,Primary,https://www.goodreads.com/book/show/257443.So_Big,http://www.librarything.com/work/37397/book/175319875,1885,Female,38,White,American,https://www.goodreads.com/book/show/257443.So_Big,http://www.librarything.com/work/37397/book/175319875,7906,4.02,746,3.9299999999999997
Flavin,Martin,Journey in the Dark,1943,432,1944,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/748029.Journey_in_the_Dark,http://www.librarything.com/work/1254150/book/175319948,1883,Male,59,White,American,https://www.goodreads.com/book/show/748029.Journey_in_the_Dark,http://www.librarything.com/work/1254150/book/175319948,769,3.62,95,3.77
