authorLast,authorFirst,bookTitle,pubYear,pageCount,awardYear,awardName,awardAgency,awardType,bookType,bookAudience,language,primaryGenre,charGender,authorCount,linkGR.x,linkLT.x,authorDOB,authorGender,authorAge,authorRace,authorNationality,linkGR.y,linkLT.y,countGR,ratingGR,countLT,ratingLT
Wilder,Thornton,The Bridge of San Luis Rey,1927,160,1928,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/92508.The_Bridge_of_San_Luis_Rey,http://www.librarything.com/work/25867/book/24622845,1897,Male,29,White,American,https://www.goodreads.com/book/show/92508.The_Bridge_of_San_Luis_Rey,http://www.librarything.com/work/25867/book/24622845,28412,3.8,3775,3.7800000000000002
Wilhelm,Kate,Where Late the Sweet Birds Sang,1977,254,1977,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/968827.Where_Late_the_Sweet_Birds_Sang,http://www.librarything.com/work/94169/book/141877748,1928,Female,48,White,American,https://www.goodreads.com/book/show/968827.Where_Late_the_Sweet_Birds_Sang,http://www.librarything.com/work/94169/book/141877748,8657,3.87,1447,3.84
Willis,Connie,Doomsday Book,1992,592,1993,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/24983.Doomsday_Book,http://www.librarything.com/work/27022/book/121649140,1945,Female,46,White,American,https://www.goodreads.com/book/show/24983.Doomsday_Book,http://www.librarything.com/work/27022/book/121649140,45324,4.03,6457,4.1
Willis,Connie,Doomsday Book,1992,592,1993,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/24983.Doomsday_Book,http://www.librarything.com/work/27022/book/121649140,1945,Female,46,White,American,https://www.goodreads.com/book/show/24983.Doomsday_Book,http://www.librarything.com/work/27022/book/121649140,45324,4.03,6457,4.1
Willis,Connie,To Say Nothing of the Dog,1997,512,1999,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/77773.To_Say_Nothing_of_the_Dog,http://www.librarything.com/work/26773/book/121649164,1945,Female,51,White,American,https://www.goodreads.com/book/show/77773.To_Say_Nothing_of_the_Dog,http://www.librarything.com/work/26773/book/121649164,31016,4.13,5616,4.1499999999999995
Willis,Connie,All Clear,2010,656,2011,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/6506307-blackout,http://www.librarything.com/work/9534757/book/144803543,1945,Female,64,White,American,https://www.goodreads.com/book/show/6506307-blackout,http://www.librarything.com/work/9534757/book/144803543,20202,3.83,1806,4.07
Willis,Connie,All Clear,2010,656,2011,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/6506307-blackout,http://www.librarything.com/work/9534757/book/144803543,1945,Female,64,White,American,https://www.goodreads.com/book/show/6506307-blackout,http://www.librarything.com/work/9534757/book/144803543,20202,3.83,1806,4.07
Willis,Connie,Blackout,2010,491,2011,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/7519231-all-clear,http://www.librarything.com/work/8903481/book/144803542,1945,Female,64,White,American,https://www.goodreads.com/book/show/7519231-all-clear,http://www.librarything.com/work/8903481/book/144803542,16021,4.07,2547,3.8499999999999996
Willis,Connie,Blackout,2010,491,2011,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Sci-fi,Mixed,Primary,https://www.goodreads.com/book/show/7519231-all-clear,http://www.librarything.com/work/8903481/book/144803542,1945,Female,64,White,American,https://www.goodreads.com/book/show/7519231-all-clear,http://www.librarything.com/work/8903481/book/144803542,16021,4.07,2547,3.8499999999999996
Wilson,G. Willow,Alif the Unseen,2012,433,2013,World Fantasy Award,World Fantasy Convention,Juried,Novel,YA,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/13239822-alif-the-unseen,http://www.librarything.com/work/12134307,1982,Female,29,Middle-Eastern,American,https://www.goodreads.com/book/show/13239822-alif-the-unseen,http://www.librarything.com/work/12134307,15384,3.84,1309,3.8299999999999996
Wilson,Margaret,The Able McLaughlins,1923,262,1924,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/542883.The_Able_McLaughlins,http://www.librarything.com/work/1185508/book/175319869,1882,Female,40,White,American,https://www.goodreads.com/book/show/542883.The_Able_McLaughlins,http://www.librarything.com/work/1185508/book/175319869,1060,3.66,126,3.38
Wilson,Robert Charles,Spin,2005,464,2006,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/910863.Spin,http://www.librarything.com/work/49096/book/140983178,1953,Male,51,White,Canadian,https://www.goodreads.com/book/show/910863.Spin,http://www.librarything.com/work/49096/book/140983178,33612,4.02,3190,3.9699999999999998
Wolfe,Gene,Soldier of Sidon,2006,320,2007,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/40997.Soldier_of_Sidon,http://www.librarything.com/work/950230,1931,Male,74,White,American,https://www.goodreads.com/book/show/40997.Soldier_of_Sidon,http://www.librarything.com/work/950230,1187,4.01,446,4.03
Wolfe,Gene,The Shadow of the Torturer,1980,262,1981,World Fantasy Award,World Fantasy Convention,Juried,Novel,Adult,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/60211.The_Shadow_of_the_Torturer,http://www.librarything.com/work/100075,1931,Male,48,White,American,https://www.goodreads.com/book/show/60211.The_Shadow_of_the_Torturer,http://www.librarything.com/work/100075,20492,3.8,1954,3.8499999999999996
Wolfe,Gene,The Claw of the Conciliator,1981,303,1982,Nebula Award,SFF Writers of America,Popular,Novel,Adult,English,Fantasy,Male,Primary,https://www.goodreads.com/book/show/463376.The_Claw_of_the_Conciliator,http://www.librarything.com/work/99856/book/24622679,1931,Male,49,White,American,https://www.goodreads.com/book/show/463376.The_Claw_of_the_Conciliator,http://www.librarything.com/work/99856/book/24622679,10104,3.97,1301,4.01
Wouk,Herman,The Caine Mutiny,1951,560,1952,Pulitzer Prize (Fiction),Pulitzer Prize,Juried,Novel,Adult,English,Literary fiction,Male,Primary,https://www.goodreads.com/book/show/368772.The_Caine_Mutiny,http://www.librarything.com/work/7859/book/175319970,1915,Male,35,White,American,https://www.goodreads.com/book/show/368772.The_Caine_Mutiny,http://www.librarything.com/work/7859/book/175319970,20033,4.25,2592,4.25
Yoshinaga,Fumi,"Ooku: The Inner Chambers, vol. I",2005,216,2009,Otherwise Award,Award: Otherwise,Juried,Graphic novel,YA,Japanese,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/6218001-oku,http://www.librarything.com/work/7659011/book/153512656,1971,Male,33,Asian,Japanese,https://www.goodreads.com/book/show/6218001-oku,http://www.librarything.com/work/7659011/book/153512656,2401,3.93,361,3.9899999999999998
Yoshinaga,Fumi,"Ooku: The Inner Chambers, vol. II",2006,200,2009,Otherwise Award,Award: Otherwise,Juried,Graphic novel,YA,Japanese,Literary fiction,Mixed,Primary,https://www.goodreads.com/book/show/6408561-oku,http://www.librarything.com/work/7858950/book/153512659,1971,Male,34,Asian,Japanese,https://www.goodreads.com/book/show/6408561-oku,http://www.librarything.com/work/7858950/book/153512659,1151,4.14,221,4.109999999999999
Zelazny,Robert,This Immortal,1965,176,1966,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/13827.This_Immortal,http://www.librarything.com/work/183869/book/155874975,1937,Male,27,White,American,https://www.goodreads.com/book/show/13827.This_Immortal,http://www.librarything.com/work/183869/book/155874975,9820,3.93,1581,3.77
Zelazny,Robert,Lord of Light,1968,304,1968,Hugo Award,World SF Society,Popular,Novel,Adult,English,Sci-fi,Male,Primary,https://www.goodreads.com/book/show/13821.Lord_of_Light,http://www.librarything.com/work/20886/book/141877586,1937,Male,30,White,American,https://www.goodreads.com/book/show/13821.Lord_of_Light,http://www.librarything.com/work/20886/book/141877586,26067,4.1,4150,4.04
